target,approach,brier_score,log_loss,roc_auc
is_top10,target_rate_baseline,0.24970185464087402,0.6925507783032687,0.5
is_top10,logistic_regression_calibrated,0.13903916699766591,0.44343626717824164,0.8812658356136617
is_top5,target_rate_baseline,0.19178925326901156,0.5717281635199195,0.5
is_top5,logistic_regression_calibrated,0.09047862797138251,0.30574294478014336,0.9344131424424358
