target,train_actual_rate,train_mean_calibrated_probability,calibration_actual_rate,calibration_mean_calibrated_probability
is_top10,0.515017667844523,0.5510105122728793,0.5164319248826291,0.5163407504362784
is_top5,0.25618374558303886,0.2752904959529023,0.25821596244131456,0.2582259319059667
