Date,MSFT,AAPL,META,ORCL,GOOGL,AMZN,NVDA,ADBE,CRM,INTC,^GSPC
,MSFT,AAPL,META,ORCL,GOOGL,AMZN,NVDA,ADBE,CRM,INTC,^GSPC
2025-01-03,419.29,241.82,602.21,163.68,190.91,224.19,144.42,430.57,329.92,20.56,5942.47
2025-01-06,423.75,243.44,627.68,163.06,195.96,227.61,149.38,431.18,327.57,19.87,5975.38
2025-01-07,418.32,240.67,615.42,159.45,194.59,222.11,140.09,422.63,322.02,20.01,5909.03
2025-01-08,420.49,241.16,608.28,160.55,193.06,222.13,140.06,419.58,323.97,19.88,5918.25
2025-01-10,414.94,235.35,613.4,152.42,191.16,218.94,135.87,405.92,315.0,19.15,5827.04
2025-01-13,413.19,232.91,605.9,151.85,190.13,218.46,133.19,408.5,316.21,19.2,5836.22
2025-01-14,411.69,231.8,591.88,154.2,188.79,217.76,131.72,412.71,320.64,19.2,5842.91
2025-01-15,422.22,236.36,614.65,156.18,194.65,223.35,136.2,417.28,318.28,19.72,5949.91
2025-01-16,420.51,226.81,608.86,157.39,192.02,220.66,133.53,426.93,317.13,19.67,5937.34
2025-01-17,424.92,228.52,610.32,158.86,195.1,225.94,137.66,429.99,321.65,21.49,5996.66
2025-01-21,424.39,221.23,614.0,170.24,197.14,230.71,140.78,436.36,323.91,21.77,6049.24
2025-01-22,441.92,222.41,621.01,181.74,197.46,235.01,147.02,437.32,329.64,21.86,6086.37
2025-01-23,442.43,222.24,633.91,183.96,197.07,235.42,147.17,437.28,331.66,21.57,6118.71
2025-01-24,439.8,221.37,644.9,181.13,199.29,234.85,142.57,435.38,330.89,20.83,6101.24
2025-01-27,430.4,228.4,657.24,156.15,190.93,235.42,118.38,438.6,343.99,20.29,6012.28
2025-01-28,442.91,236.75,671.64,161.79,194.4,238.15,128.95,442.84,356.72,19.8,6067.7
2025-01-29,438.09,237.84,673.79,159.84,194.51,237.07,123.66,441.68,350.83,19.75,6039.31
2025-01-30,411.01,236.08,684.25,168.08,199.95,234.64,124.61,446.0,340.49,20.01,6071.17
2025-01-31,411.08,234.5,686.43,167.77,203.08,237.68,120.03,437.45,338.64,19.43,6040.53
2025-02-03,406.98,226.56,694.67,166.33,200.3,237.42,116.62,438.6,336.2,19.38,5994.57
2025-02-04,408.42,231.32,701.38,165.63,205.43,242.06,118.61,440.23,341.05,19.29,6037.88
2025-02-05,409.33,230.99,702.05,169.35,190.45,236.17,124.79,437.63,344.81,19.65,6061.48
2025-02-06,411.84,231.74,709.14,170.03,190.72,238.83,128.64,435.4,327.84,19.38,6083.57
2025-02-07,405.82,226.18,711.66,172.11,184.49,229.15,129.8,433.07,322.91,19.1,6025.99
2025-02-10,408.27,226.45,714.53,176.51,185.61,233.14,133.53,451.1,324.27,19.77,6066.44
2025-02-11,407.5,231.4,716.92,174.8,184.47,232.76,132.76,458.82,321.49,20.97,6068.5
2025-02-12,405.12,235.62,722.48,169.9,182.77,228.93,131.1,462.76,323.2,22.48,6051.97
2025-02-13,406.61,240.26,725.65,171.52,185.28,230.37,135.25,459.22,326.89,24.13,6115.07
2025-02-14,404.52,243.31,733.73,171.81,184.38,228.68,138.8,460.16,323.61,23.6,6114.63
2025-02-18,405.71,243.19,713.51,177.38,182.92,226.65,139.35,464.11,326.01,27.39,6129.58
2025-02-19,410.8,243.58,700.96,179.07,184.42,226.63,139.18,456.99,321.62,25.72,6144.15
2025-02-20,412.97,244.54,692.06,173.63,183.71,222.88,140.06,454.69,315.58,26.09,6117.52
2025-02-21,405.11,244.26,680.82,165.55,178.83,216.58,134.39,444.32,307.02,24.87,6013.13
2025-02-24,400.93,245.8,665.46,167.67,178.43,212.71,130.24,444.42,305.56,24.27,5983.25
2025-02-25,394.88,245.74,654.87,166.27,174.61,212.8,126.59,443.41,303.14,22.99,5955.25
2025-02-26,396.69,239.1,671.01,170.15,171.94,214.35,131.24,441.5,304.57,23.52,5956.06
2025-02-27,389.55,236.05,655.61,162.54,167.72,208.74,120.11,437.19,292.26,23.09,5861.57
2025-02-28,393.97,240.57,665.53,163.82,169.5,212.28,124.88,438.56,295.18,23.73,5954.5
2025-03-03,385.54,236.78,652.43,159.84,166.24,205.02,114.02,440.72,290.43,22.74,5849.72
2025-03-04,385.66,234.69,637.44,155.35,170.13,203.8,115.95,446.03,284.76,21.33,5778.15
2025-03-05,397.97,234.5,653.85,159.38,172.22,208.36,117.26,451.24,289.35,20.81,5842.63
2025-03-06,393.87,234.09,625.42,148.91,171.56,200.7,110.53,444.78,283.49,20.75,5738.52
2025-03-07,390.32,237.81,623.16,153.07,173.06,199.25,112.65,449.4,280.35,20.64,5770.2
2025-03-10,377.27,226.28,595.6,146.78,165.3,194.54,106.94,435.08,270.45,19.93,5614.56
2025-03-11,377.56,219.68,603.29,142.24,163.47,196.59,108.72,433.66,274.57,19.78,5572.07
2025-03-12,380.36,215.84,617.08,148.86,166.53,198.89,115.71,438.6,282.03,20.68,5599.3
2025-03-13,375.89,208.58,588.28,145.67,162.2,193.89,115.55,377.84,269.3,23.7,5521.52
2025-03-14,385.61,212.37,605.71,147.26,164.92,197.95,121.64,394.74,276.9,24.05,5638.94
2025-03-17,385.75,212.88,603.02,151.93,163.72,195.74,119.5,399.34,278.23,25.69,5675.12
2025-03-18,380.61,211.57,580.55,147.44,160.11,192.82,115.4,391.37,276.23,25.92,5614.66
2025-03-19,384.87,214.11,582.24,150.4,163.32,195.54,117.49,387.89,276.89,24.12,5675.29
2025-03-20,383.9,212.97,584.18,150.66,162.24,194.95,118.5,389.61,276.53,23.96,5662.89
2025-03-21,388.29,217.12,594.4,150.18,163.42,196.21,117.67,387.26,278.1,24.26,5667.56
2025-03-24,390.09,219.57,616.93,152.78,167.1,203.26,121.38,394.47,283.4,24.22,5767.57
2025-03-25,392.16,222.57,624.36,151.86,169.97,205.71,120.66,403.64,286.02,24.2,5776.65
2025-03-26,387.01,220.37,609.08,145.81,164.49,201.13,113.73,397.81,278.47,23.42,5712.2
2025-03-27,387.61,222.67,600.71,143.82,161.68,201.36,111.4,396.15,275.32,23.62,5693.31
2025-03-28,375.92,216.75,574.95,138.97,153.8,192.72,109.64,385.71,267.55,22.71,5580.94
2025-03-31,372.54,220.96,574.57,137.93,154.11,190.26,108.35,383.53,265.95,22.71,5611.85
2025-04-01,379.29,222.02,584.18,140.03,156.53,192.17,110.12,383.2,267.78,22.05,5633.07
2025-04-02,379.24,222.71,582.11,143.89,156.5,196.01,110.39,385.78,269.11,21.98,5670.97
2025-04-03,370.28,202.12,529.97,135.38,150.2,178.41,101.78,367.25,252.94,22.43,5396.52
2025-04-04,357.11,187.39,503.16,126.54,145.1,171.0,94.29,349.07,238.6,19.85,5074.08
2025-04-07,355.14,180.51,514.64,125.45,146.24,175.26,97.62,340.7,242.02,19.57,5062.25
2025-04-08,351.87,171.51,508.86,122.82,144.2,170.66,96.28,340.0,241.8,18.13,4982.77
2025-04-09,387.52,197.8,583.95,137.81,158.16,191.1,114.3,364.64,262.79,21.53,5456.9
2025-04-10,378.45,189.42,544.59,132.03,152.29,181.22,107.54,350.05,253.23,19.88,5268.05
2025-04-11,385.5,197.11,541.88,131.04,156.6,184.87,110.9,352.47,253.11,19.74,5363.36
2025-04-14,384.86,201.46,529.83,133.3,158.52,182.12,110.68,350.91,252.66,20.31,5405.97
2025-04-15,382.8,201.08,519.9,132.61,155.77,179.59,112.17,350.38,253.04,19.85,5396.63
2025-04-16,368.79,193.25,500.75,128.47,152.8,174.33,104.47,344.19,247.99,19.23,5275.7
2025-04-17,364.99,195.94,499.92,127.34,150.64,172.61,101.47,348.8,245.43,18.93,5282.7
2025-04-21,356.39,192.14,483.15,121.6,147.16,167.32,96.89,343.22,234.51,18.84,5158.2
2025-04-22,364.03,198.69,498.72,125.98,150.95,173.18,98.87,349.91,241.59,19.51,5287.76
2025-04-23,371.55,203.52,518.65,130.09,154.81,180.6,102.69,351.96,248.62,20.59,5375.86
2025-04-24,384.36,207.27,531.49,136.14,158.73,186.54,106.4,360.91,262.74,21.49,5484.77
2025-04-25,388.87,208.18,545.57,137.11,161.4,188.99,110.98,367.72,265.87,20.05,5525.21
2025-04-28,388.19,209.04,548.03,138.75,160.06,187.7,108.7,368.62,263.67,20.51,5528.75
2025-04-29,391.05,210.1,552.72,139.39,159.61,187.39,108.99,370.98,265.78,20.34,5560.83
2025-04-30,392.26,211.38,547.29,139.32,158.25,184.42,108.89,374.98,266.72,20.1,5569.06
2025-05-01,422.17,212.2,570.43,144.04,160.74,190.2,111.58,374.63,267.33,19.98,5604.14
2025-05-02,431.97,204.27,595.16,149.23,163.46,189.98,114.47,380.87,273.04,20.62,5686.67
2025-05-05,432.86,197.84,597.41,147.81,163.64,186.35,113.79,381.06,270.61,20.27,5650.38
2025-05-06,430.02,197.47,585.48,146.23,162.67,185.01,113.51,382.98,271.34,19.94,5606.91
2025-05-07,430.06,195.22,594.95,147.89,150.86,188.71,117.03,384.97,276.17,20.31,5631.28
2025-05-08,434.84,196.45,596.15,148.81,153.75,192.08,117.34,383.99,277.67,21.0,5663.94
2025-05-09,435.4,197.49,590.65,148.85,152.22,193.06,116.62,383.28,273.38,21.42,5659.91
2025-05-12,445.85,209.96,637.44,155.66,157.91,208.64,122.97,395.94,286.68,22.18,5844.19
2025-05-13,445.73,212.09,653.99,160.66,158.98,211.37,129.9,397.4,287.03,22.56,5886.55
2025-05-14,449.5,211.49,657.31,161.33,164.8,210.25,135.31,399.47,288.59,21.52,5892.58
2025-05-15,450.51,210.61,641.88,157.82,163.39,205.17,134.8,404.69,288.61,21.55,5916.93
2025-05-16,451.65,210.43,638.35,158.9,165.62,205.59,135.37,417.13,288.99,21.66,5958.38
2025-05-19,456.22,207.95,638.44,158.05,165.96,206.16,135.54,420.68,285.5,21.38,5963.6
2025-05-20,455.52,206.04,635.12,158.72,163.41,204.07,134.35,417.61,285.93,21.27,5940.46
2025-05-21,449.96,201.29,633.52,155.62,167.98,201.12,131.77,414.03,280.19,20.69,5844.61
2025-05-22,452.23,200.56,634.59,155.75,170.28,203.1,132.8,414.33,281.32,20.55,5842.01
2025-05-23,447.58,194.5,625.11,154.42,167.89,200.99,131.26,407.69,271.11,20.05,5802.82
2025-05-27,458.03,199.42,640.32,160.3,172.3,206.02,135.47,413.1,275.14,20.55,5921.54
2025-05-28,454.72,199.63,641.58,162.22,171.76,204.72,134.78,412.23,273.99,20.37,5888.55
2025-05-29,456.03,199.16,643.04,161.28,171.27,205.7,139.16,413.36,264.94,20.25,5912.17
2025-05-30,457.7,200.06,645.48,163.89,171.15,205.01,135.1,415.09,263.4,19.55,5911.69
2025-06-02,459.3,200.9,668.81,164.92,168.45,206.65,137.35,403.4,259.68,19.74,5935.94
2025-06-03,460.3,202.47,664.78,167.46,165.61,205.71,141.19,412.49,262.51,20.29,5970.37
2025-06-04,461.19,202.02,685.81,166.43,167.47,207.23,141.89,413.91,261.22,20.25,5970.81
2025-06-05,464.98,199.84,682.49,169.44,167.63,207.91,139.96,415.2,265.16,19.99,5939.3
2025-06-06,467.66,203.11,695.54,172.29,173.08,213.57,141.69,416.92,272.48,20.06,6000.36
2025-06-09,470.02,200.65,691.9,175.39,175.69,216.98,142.6,416.26,270.23,20.48,6005.88
2025-06-10,468.2,201.87,700.22,175.72,178.2,217.61,143.93,416.06,266.23,22.08,6038.81
2025-06-11,469.89,197.99,691.98,174.63,176.95,213.2,142.81,412.84,263.94,20.68,6022.24
2025-06-12,476.1,198.41,691.2,197.87,175.3,213.24,144.98,413.68,264.93,20.77,6045.26
2025-06-13,472.22,195.67,680.75,213.08,174.28,212.1,141.95,391.68,256.49,20.14,5976.97
2025-06-16,476.37,197.64,700.47,209.0,176.37,216.1,144.67,401.73,261.93,20.74,6033.11
2025-06-17,475.28,194.87,695.6,206.11,175.55,214.82,144.1,382.68,260.81,20.8,5982.72
2025-06-18,477.47,195.8,694.14,208.78,172.93,212.52,145.46,378.04,257.99,21.49,5980.87
2025-06-20,474.64,200.21,680.75,203.13,166.27,209.69,143.83,376.92,259.11,21.08,5967.84
2025-06-23,483.19,200.7,696.89,204.98,164.82,208.47,144.15,380.12,261.87,21.19,6025.17
2025-06-24,487.28,199.51,710.53,213.13,166.39,212.77,147.88,382.34,269.59,22.55,6092.18
2025-06-25,489.43,200.76,707.02,208.63,170.3,211.99,154.28,387.55,266.2,22.2,6092.16
2025-06-26,494.58,200.21,724.39,210.71,173.15,217.12,154.99,384.95,269.16,22.5,6141.02
2025-06-27,493.08,200.29,731.91,208.15,178.13,223.3,157.72,385.83,271.83,22.69,6173.07
2025-06-30,494.54,204.36,736.36,216.46,175.83,219.39,157.96,386.88,271.1,22.4,6204.95
2025-07-01,489.21,207.0,717.53,216.79,175.44,220.46,153.27,392.1,270.32,22.85,6198.01
2025-07-02,488.25,211.6,711.9,227.7,178.24,219.92,157.22,378.47,267.64,21.88,6227.42
2025-07-03,495.96,212.71,717.33,234.96,179.13,223.41,159.31,379.31,270.56,22.49,6279.35
2025-07-07,494.85,209.12,716.67,229.95,176.39,223.47,158.21,376.93,268.23,22.0,6229.98
2025-07-08,493.75,209.18,718.98,232.17,173.97,219.36,159.97,382.24,272.05,23.59,6225.52
2025-07-09,500.6,210.31,731.06,233.47,176.22,222.54,162.85,373.38,269.34,23.44,6263.26
2025-07-10,498.58,211.57,725.54,233.16,177.22,222.26,164.07,371.43,262.43,23.82,6280.46
2025-07-11,500.41,210.33,715.83,228.75,179.78,225.02,164.89,363.35,256.56,23.43,6259.75
2025-07-14,500.11,207.8,719.23,227.48,181.15,225.69,164.04,366.99,258.17,23.3,6268.56
2025-07-15,502.9,208.28,708.73,233.12,181.59,226.35,170.67,364.18,256.08,22.92,6243.76
2025-07-16,502.7,209.33,701.26,239.41,182.56,223.19,171.34,361.77,256.45,22.69,6263.7
2025-07-17,508.74,209.19,699.77,246.8,183.17,223.88,172.97,366.45,258.36,22.8,6297.36
2025-07-18,507.1,210.35,702.63,243.53,184.64,226.13,172.38,365.79,260.85,23.1,6296.79
2025-07-21,507.11,211.64,711.3,241.63,189.67,229.3,171.35,367.68,260.75,23.26,6305.6
2025-07-22,502.35,213.55,703.16,236.25,190.91,227.47,167.0,372.87,262.05,23.24,6309.62
2025-07-23,502.95,213.3,711.91,240.01,189.8,228.29,170.75,372.46,265.66,23.49,6358.91
2025-07-24,507.93,212.92,713.13,240.93,191.74,232.23,173.71,371.69,266.14,22.63,6363.35
2025-07-25,510.74,213.03,711.01,243.2,192.75,231.44,173.47,370.74,267.54,20.7,6388.64
2025-07-28,509.54,213.2,715.95,245.77,192.15,232.79,176.72,369.47,268.67,20.68,6389.77
2025-07-29,509.61,210.44,698.36,248.02,195.31,231.01,175.48,370.7,265.83,20.41,6370.86
2025-07-30,510.28,208.22,693.58,248.64,196.09,230.19,179.24,364.0,263.27,20.34,6362.9
2025-07-31,530.42,206.75,771.63,251.78,191.47,234.11,177.84,357.69,256.82,19.8,6339.39
2025-08-01,521.08,201.58,748.25,242.51,188.7,214.75,173.69,347.8,249.28,19.31,6238.01
2025-08-04,532.55,202.55,774.55,250.55,194.6,211.65,179.97,338.85,250.85,19.5,6329.94
2025-08-05,524.7,202.12,761.67,253.67,194.23,213.75,178.23,338.74,246.05,20.19,6299.19
2025-08-06,521.91,212.41,770.18,254.42,195.65,222.31,179.39,345.62,247.72,20.41,6345.06
2025-08-07,517.83,219.16,760.04,247.44,196.08,223.13,180.74,338.27,239.47,19.77,6340.0
2025-08-08,519.02,228.44,767.5,248.09,200.97,222.69,182.67,341.05,239.11,19.95,6389.45
2025-08-11,518.76,226.54,764.08,250.7,200.55,221.3,182.03,333.65,231.32,20.65,6373.45
2025-08-12,526.18,229.0,788.15,251.87,202.88,221.47,183.13,338.43,230.31,21.81,6445.76
2025-08-13,517.57,232.67,778.25,242.27,201.51,224.56,181.56,351.07,235.65,22.22,6466.58
2025-08-14,519.46,232.12,780.3,243.04,202.48,230.98,181.99,348.58,232.01,23.86,6468.54
2025-08-15,517.17,230.94,783.39,246.34,203.44,231.03,180.42,354.85,241.03,24.56,6449.8
2025-08-18,514.11,230.24,765.57,247.12,203.04,231.49,181.98,357.24,242.55,23.66,6449.15
2025-08-19,506.83,229.91,749.72,232.78,201.12,228.01,175.61,361.03,244.56,25.31,6411.37
2025-08-20,502.8,225.37,745.97,233.22,198.87,223.81,175.37,353.43,245.01,23.54,6395.78
2025-08-21,502.15,224.27,737.37,231.33,199.3,221.95,174.95,353.43,244.4,23.5,6370.17
2025-08-22,505.13,227.12,753.02,234.52,205.63,228.84,177.96,362.09,246.84,24.8,6466.91
2025-08-25,502.17,226.52,751.53,233.57,208.02,227.94,179.78,363.21,246.42,24.55,6439.32
2025-08-26,499.96,228.66,752.33,232.38,206.67,228.71,181.74,354.91,242.32,24.35,6465.94
2025-08-27,504.64,229.84,745.63,233.96,207.01,229.12,181.57,356.35,248.7,24.85,6481.4
2025-08-28,507.53,231.9,749.35,238.44,211.16,231.6,180.14,353.96,253.05,24.93,6501.86
2025-08-29,504.59,231.49,736.97,224.36,212.43,229.0,174.15,356.7,254.76,24.35,6460.26
2025-09-02,503.03,229.07,733.39,223.54,210.87,225.34,170.75,345.63,251.38,24.21,6415.54
2025-09-03,503.26,237.8,735.32,221.7,230.14,225.99,170.59,348.5,254.95,24.0,6448.26
2025-09-04,505.87,239.1,746.9,221.25,231.78,235.68,171.63,344.31,242.59,24.61,6502.08
2025-09-05,492.95,239.01,750.69,230.98,234.47,232.33,166.99,348.97,249.3,24.49,6481.5
2025-09-08,496.14,237.21,750.54,236.61,233.72,235.84,168.28,358.66,250.8,24.48,6495.15
2025-09-09,496.35,233.69,763.91,239.62,239.3,238.24,170.73,354.06,250.59,24.44,6512.61
2025-09-10,498.3,226.15,750.22,325.76,238.85,230.33,177.3,350.16,241.15,24.77,6532.04
2025-09-11,498.94,229.38,749.14,305.45,240.04,229.95,177.15,350.55,244.84,24.61,6587.47
2025-09-12,507.79,233.41,753.82,289.89,240.47,228.15,177.8,349.36,241.34,24.08,6584.29
2025-09-15,513.23,236.03,762.91,299.77,251.27,231.43,177.73,347.1,241.11,24.77,6615.28
2025-09-16,506.93,237.48,777.17,304.25,250.82,234.05,174.86,352.73,237.91,25.27,6606.76
2025-09-17,507.91,238.32,773.9,299.05,249.19,231.62,170.27,362.07,241.22,24.9,6600.35
2025-09-18,506.34,237.21,778.42,294.3,251.69,231.23,176.22,367.46,243.28,30.57,6631.96
2025-09-19,515.79,244.81,776.56,306.24,254.37,231.48,176.65,365.9,246.08,29.58,6664.36
2025-09-22,512.32,255.36,763.88,325.58,252.19,227.63,183.59,364.08,248.67,28.76,6693.75
2025-09-23,507.12,253.71,754.14,311.37,251.32,220.71,178.41,361.78,243.56,29.34,6656.92
2025-09-24,508.04,251.6,759.39,306.04,246.8,220.21,176.95,353.27,244.88,31.22,6637.97
2025-09-25,504.93,256.15,747.66,289.05,245.46,218.15,177.67,354.16,239.96,33.99,6604.72
2025-09-26,509.34,254.74,742.51,281.24,246.21,219.78,178.17,360.37,242.43,35.5,6643.7
2025-09-29,512.47,253.71,742.16,280.55,243.72,222.17,181.83,359.42,244.09,34.48,6661.21
2025-09-30,515.81,253.91,733.15,279.04,242.77,219.57,186.56,352.75,236.03,33.55,6688.46
2025-10-01,517.56,254.73,716.14,286.75,244.57,220.63,187.22,343.72,234.72,35.94,6711.2
2025-10-02,513.6,256.4,725.84,286.52,245.36,222.41,188.87,351.48,237.9,37.3,6715.35
2025-10-03,515.21,257.29,709.37,283.9,245.02,219.51,187.6,346.74,239.37,36.83,6715.79
2025-10-06,526.38,255.97,714.47,289.31,250.09,220.9,185.52,350.14,244.77,36.59,6740.28
2025-10-07,521.81,255.76,711.89,282.01,245.43,221.78,185.02,348.31,238.76,37.17,6714.59
2025-10-08,522.68,257.33,716.64,286.37,244.29,225.22,189.09,348.77,239.44,37.43,6753.72
2025-10-09,520.24,253.32,732.29,295.15,241.2,227.74,192.55,347.47,244.32,37.8,6735.11
2025-10-10,508.84,244.58,704.12,291.17,236.25,216.37,183.14,337.51,240.69,36.37,6552.51
2025-10-13,511.92,246.96,714.51,306.13,243.82,220.07,188.3,339.32,247.73,37.22,6654.72
2025-10-14,511.44,247.07,707.47,297.17,245.12,216.39,180.01,335.94,238.79,35.63,6644.31
2025-10-15,511.3,248.64,716.35,301.77,250.69,215.57,179.81,330.63,235.61,37.15,6671.06
2025-10-16,509.49,246.75,710.88,311.09,251.12,214.47,181.79,329.23,244.99,36.84,6629.07
2025-10-17,511.45,251.58,715.72,289.53,252.96,213.04,183.2,333.26,242.08,37.01,6664.01
2025-10-20,514.65,261.5,730.95,275.49,256.2,216.48,182.62,343.4,253.24,38.1,6735.13
2025-10-21,515.52,262.03,732.05,273.47,250.12,222.03,181.14,357.55,262.33,38.12,6735.35
2025-10-22,518.38,257.72,732.19,270.99,251.35,217.95,180.26,354.09,255.59,36.92,6699.4
2025-10-23,518.4,258.85,732.77,278.36,252.74,221.09,182.14,354.12,254.0,38.16,6738.44
2025-10-24,521.44,262.08,737.13,281.6,259.57,224.21,186.24,353.52,253.78,38.28,6791.69
2025-10-27,529.32,268.05,749.57,279.68,268.9,226.97,191.47,357.8,254.42,39.54,6875.16
2025-10-28,539.83,268.24,750.19,279.11,267.11,229.25,201.01,359.91,253.22,41.53,6890.89
2025-10-29,539.31,268.94,750.41,273.62,274.2,230.3,207.02,337.86,250.43,41.34,6890.59
2025-10-30,523.58,270.63,665.36,255.32,281.1,222.86,202.87,339.24,255.6,40.16,6822.34
2025-10-31,515.67,269.61,647.27,261.01,280.81,244.22,202.47,340.31,259.34,39.99,6840.2
2025-11-03,514.89,268.29,636.65,256.28,283.34,254.0,206.86,337.47,260.27,39.5,6851.97
2025-11-04,512.2,269.28,626.27,246.65,277.16,249.32,198.67,335.35,253.4,37.03,6771.55
2025-11-05,505.06,269.38,634.89,248.78,283.92,250.2,195.19,335.53,251.64,38.38,6796.29
2025-11-06,495.04,269.01,617.91,242.31,284.36,243.04,188.06,327.35,238.29,37.24,6720.32
2025-11-07,494.76,267.71,620.67,237.8,278.45,244.41,188.13,326.95,238.9,38.13,6728.8
2025-11-10,503.9,268.93,630.71,239.36,289.71,248.4,199.03,328.85,240.72,38.45,6832.43
2025-11-11,506.57,274.74,626.03,234.71,290.91,249.1,193.14,333.22,243.5,37.88,6846.61
2025-11-12,509.02,272.96,607.99,225.6,286.32,244.2,193.78,337.05,245.01,37.89,6850.92
2025-11-13,501.21,272.44,608.87,216.24,278.19,237.58,186.84,333.6,239.44,35.91,6737.49
2025-11-14,508.07,271.9,608.44,221.49,276.04,234.69,190.15,331.11,242.66,35.52,6734.11
2025-11-17,505.39,266.96,601.0,218.52,284.63,232.87,186.58,325.07,236.06,34.71,6672.41
2025-11-18,491.75,266.94,596.69,219.14,283.89,222.55,181.34,324.47,232.54,34.33,6617.32
2025-11-19,485.1,268.06,589.33,224.15,292.41,222.69,186.5,318.11,226.95,35.11,6642.16
2025-11-20,477.34,265.76,588.17,209.4,289.06,217.14,180.62,312.4,224.45,33.62,6538.76
2025-11-21,471.04,270.99,593.26,197.55,299.25,220.69,178.86,324.19,226.18,34.5,6602.99
2025-11-24,472.92,275.41,612.03,199.06,318.15,226.28,182.53,318.73,225.89,35.79,6705.12
2025-11-25,475.9,276.46,635.16,195.83,323.0,229.67,177.8,319.55,233.16,35.83,6765.88
2025-11-26,484.39,277.04,632.55,203.71,319.52,229.16,180.24,317.52,227.21,36.81,6812.61
2025-11-28,490.89,278.33,646.87,200.72,319.75,233.22,176.98,320.13,229.59,40.56,6849.09
2025-12-01,485.63,282.58,639.8,199.71,314.46,233.88,179.9,322.85,231.87,40.01,6812.63
2025-12-02,488.88,285.66,646.02,199.87,315.38,234.42,181.44,322.81,233.75,43.47,6829.37
2025-12-03,476.64,283.62,638.53,206.46,319.2,232.38,179.57,326.78,237.74,43.76,6849.72
2025-12-04,479.74,280.18,660.43,213.02,317.19,229.11,183.37,328.73,246.44,40.5,6857.12
2025-12-05,482.06,278.26,672.3,216.25,320.83,229.53,182.4,346.26,259.5,41.41,6870.4
2025-12-08,489.9,277.37,665.69,219.19,313.5,226.89,185.54,339.12,258.47,40.3,6846.51
2025-12-09,490.9,276.67,655.86,220.18,316.86,227.92,184.96,344.32,259.95,40.5,6840.51
2025-12-10,477.47,278.26,649.04,221.65,319.98,231.78,183.77,343.13,263.12,40.78,6886.68
2025-12-11,482.37,277.51,651.62,197.64,312.21,230.28,180.92,350.43,261.27,39.51,6901.0
2025-12-12,477.44,277.76,643.15,188.81,309.07,226.19,175.01,356.43,261.15,37.81,6827.41
2025-12-15,473.74,273.6,646.96,183.79,308.0,222.54,176.28,351.15,253.54,37.51,6816.51
2025-12-16,475.31,274.1,656.59,187.5,306.35,222.56,177.71,347.89,253.86,37.31,6800.26
2025-12-17,475.04,271.34,648.94,177.37,296.51,221.27,170.93,354.66,257.08,36.05,6721.43
2025-12-18,482.88,271.69,663.88,178.93,302.25,226.76,174.13,355.81,257.21,36.28,6774.76
2025-12-19,484.81,273.16,658.21,190.8,306.94,227.35,180.98,355.86,259.26,36.82,6834.5
2025-12-22,483.82,270.47,660.93,197.17,309.56,228.43,183.68,357.53,263.97,36.37,6878.49
2025-12-23,485.74,271.85,664.37,194.15,314.13,232.14,189.2,352.42,262.77,36.35,6909.79
2025-12-24,486.91,273.3,666.98,196.28,313.87,232.38,188.6,352.98,264.6,36.16,6932.05
2025-12-26,486.6,272.89,662.72,196.78,313.29,232.52,190.52,353.8,265.42,36.2,6929.94
2025-12-29,485.99,273.25,658.13,194.19,313.34,232.07,188.21,353.16,265.57,36.68,6905.74
2025-12-30,486.37,272.57,665.38,196.01,313.63,232.53,187.53,352.51,265.26,37.3,6896.24
2025-12-31,482.52,271.36,659.53,193.72,312.78,230.82,186.49,349.99,264.25,36.9,6845.5
2026-01-02,471.86,270.51,649.85,194.51,314.93,226.5,188.84,333.3,252.99,39.38,6858.47
2026-01-05,471.77,266.76,658.23,191.41,316.32,233.06,188.11,331.56,255.62,39.37,6902.05
2026-01-06,477.42,261.87,660.05,192.57,314.12,240.93,187.23,335.99,262.24,40.04,6944.82
2026-01-07,482.37,259.85,648.14,191.66,321.75,241.56,189.1,338.1,265.46,42.63,6920.93
2026-01-08,477.02,258.56,645.51,188.49,325.21,246.29,185.03,339.04,259.88,41.11,6921.46
2026-01-09,478.19,258.89,652.5,197.83,328.34,247.38,184.85,333.95,259.29,45.55,6966.28
2026-01-12,476.09,259.77,641.42,203.97,331.63,246.47,184.93,327.65,258.75,44.06,6977.27
2026-01-13,469.6,260.57,630.55,201.59,335.73,242.6,185.8,309.93,240.46,47.29,6963.74
2026-01-14,458.33,259.48,614.99,192.94,335.6,236.65,183.13,304.44,238.97,48.72,6926.6
2026-01-15,455.62,257.73,620.27,189.19,332.55,238.18,187.04,304.09,232.95,48.32,6944.47
2026-01-16,458.81,255.06,619.72,190.42,329.77,239.12,186.22,296.12,226.54,46.96,6940.01
2026-01-20,453.48,246.24,603.6,179.29,321.77,231.0,178.06,290.37,219.52,48.56,6796.86
2026-01-21,443.1,247.19,612.44,173.27,328.15,231.31,183.31,294.23,221.03,54.25,6875.62
2026-01-22,450.11,247.89,647.08,177.56,330.31,234.34,184.83,299.73,227.52,54.32,6913.35
2026-01-23,464.89,247.58,658.2,176.54,327.7,239.16,187.66,301.07,227.48,45.07,6915.61
2026-01-26,469.21,254.94,671.78,181.81,333.03,238.42,186.46,304.72,228.83,42.49,6950.23
2026-01-27,479.49,257.79,672.39,174.29,334.31,244.68,188.51,297.42,227.96,43.93,6978.6
2026-01-28,480.53,255.96,668.16,172.2,335.77,243.01,191.51,299.58,227.39,48.78,6978.03
