Date,MSFT,AAPL,META,ORCL,GOOGL,AMZN,NVDA,ADBE,CRM,INTC,^GSPC
,MSFT,AAPL,META,ORCL,GOOGL,AMZN,NVDA,ADBE,CRM,INTC,^GSPC
2023-12-11,365.01,191.02,322.75,111.93,132.2,145.89,46.6,625.2,248.45,43.95,4622.44
2023-12-12,368.04,192.53,331.62,98.01,131.43,147.48,47.63,633.66,252.74,43.46,4643.7
2023-12-13,368.03,195.74,332.13,100.13,131.48,148.84,48.06,624.26,253.6,43.98,4707.09
2023-12-14,359.73,195.89,330.58,97.52,130.86,147.42,48.32,584.64,253.49,44.58,4719.55
2023-12-15,364.45,195.36,332.31,100.45,131.51,149.97,48.86,584.68,257.81,45.55,4719.19
2023-12-18,366.34,193.7,341.94,102.08,134.69,154.07,50.05,599.13,259.78,45.09,4740.56
2023-12-19,366.94,194.74,347.63,103.3,135.53,153.79,49.57,604.64,260.52,46.04,4768.37
2023-12-20,364.34,192.65,346.56,101.26,137.21,152.12,48.08,596.06,256.48,45.16,4698.35
2023-12-21,367.21,192.5,351.33,102.92,139.27,153.84,48.96,600.14,263.38,46.46,4746.75
2023-12-22,368.24,191.43,350.64,103.25,140.33,153.42,48.8,598.75,262.49,47.37,4754.63
2023-12-26,368.32,190.89,352.07,103.24,140.36,153.41,49.25,598.26,262.37,49.83,4774.75
2023-12-27,367.74,190.99,355.04,103.0,139.22,153.34,49.39,596.08,262.86,50.09,4781.58
2023-12-28,368.92,191.41,355.53,103.3,139.08,153.38,49.49,595.52,261.74,49.72,4783.35
2023-12-29,369.67,190.38,351.2,102.5,138.54,151.94,49.49,596.6,259.33,49.59,4769.83
2024-01-02,364.59,183.56,343.59,101.17,137.04,149.93,48.14,580.07,252.42,47.17,4742.83
2024-01-03,364.32,182.19,341.79,99.61,137.78,148.47,47.54,571.79,248.2,46.43,4704.81
2024-01-04,361.71,179.87,344.42,99.74,135.27,144.57,47.97,567.05,247.6,46.25,4688.68
2024-01-05,361.52,179.15,349.21,99.88,134.62,145.24,49.07,564.6,247.49,46.27,4697.24
2024-01-08,368.34,183.48,355.87,101.75,137.7,149.1,52.22,580.55,257.1,47.81,4763.54
2024-01-09,369.43,183.07,354.65,100.75,139.79,151.37,53.11,586.2,257.56,47.41,4756.5
2024-01-10,376.29,184.11,367.59,101.42,141.11,153.73,54.32,591.03,260.31,46.84,4783.45
2024-01-11,378.12,183.51,366.79,102.25,140.92,155.18,54.79,597.49,267.45,47.01,4780.24
2024-01-12,381.89,183.84,371.57,104.04,141.48,154.62,54.68,596.54,268.0,46.5,4783.83
2024-01-16,383.66,181.57,364.6,104.01,141.32,153.16,56.35,597.68,265.3,46.44,4765.98
2024-01-17,382.87,180.64,365.5,103.87,140.31,151.71,56.02,596.1,267.51,45.45,4739.21
2024-01-18,387.2,186.52,373.2,106.09,142.3,153.5,57.07,593.7,270.49,46.12,4780.94
2024-01-19,391.92,189.42,380.46,107.04,145.18,155.34,59.45,611.55,276.82,47.51,4839.81
2024-01-22,389.8,191.72,378.81,107.46,144.79,154.78,59.62,603.59,276.24,47.58,4850.43
2024-01-23,392.14,193.0,382.2,109.14,145.83,156.02,59.84,597.18,272.77,48.24,4864.6
2024-01-24,395.74,192.32,387.66,111.56,147.48,156.87,61.32,606.48,272.87,48.44,4868.55
2024-01-25,398.01,192.0,390.12,112.24,150.63,157.75,61.58,622.58,274.99,48.9,4894.16
2024-01-26,397.09,190.27,391.07,111.89,150.94,159.12,60.99,613.93,275.89,43.07,4890.97
2024-01-29,402.78,189.58,397.9,111.02,152.25,161.26,62.43,630.23,283.69,43.26,4927.93
2024-01-30,401.67,185.94,396.94,111.42,150.22,159.0,62.74,627.96,283.57,42.35,4924.97
2024-01-31,390.85,182.34,387.1,109.02,138.95,155.2,61.49,617.78,277.02,42.51,4845.65
2024-02-01,396.94,184.77,391.71,112.76,140.0,159.28,62.99,627.91,279.69,42.79,4906.19
2024-02-02,404.26,183.77,471.29,113.01,141.21,171.81,66.12,634.76,281.53,42.04,4958.61
2024-02-05,398.78,185.58,455.83,113.59,142.5,170.31,69.29,630.5,283.94,42.2,4942.81
2024-02-06,398.62,187.18,451.18,112.53,142.92,169.15,68.18,607.14,281.69,42.3,4954.23
2024-02-07,407.04,187.29,465.93,114.45,144.35,170.53,70.06,615.85,284.66,42.34,4995.06
2024-02-08,407.1,186.21,466.34,113.88,144.71,169.84,69.6,615.86,287.73,42.06,4997.91
2024-02-09,413.43,186.97,464.47,113.84,147.78,174.45,72.09,627.21,287.09,42.86,5026.61
2024-02-12,408.23,185.29,465.25,113.06,146.32,172.34,72.2,611.84,283.16,43.58,5021.84
2024-02-13,399.44,183.2,456.54,110.95,143.95,168.64,72.08,601.89,277.08,42.71,4953.17
2024-02-14,403.3,182.32,469.59,111.52,144.74,170.98,73.85,604.66,284.97,43.73,5000.62
2024-02-15,400.41,182.03,480.26,110.07,141.6,169.8,72.61,590.44,287.72,43.6,5029.73
2024-02-16,397.95,180.5,469.63,108.64,139.37,169.51,72.57,546.66,285.53,43.06,5005.57
2024-02-20,396.7,179.76,468.08,105.85,139.96,167.08,69.41,541.91,282.25,44.06,4975.51
2024-02-21,396.1,180.51,464.88,105.56,141.38,168.59,67.43,538.52,279.45,43.02,4981.8
2024-02-22,405.43,182.54,482.86,108.34,142.91,174.58,78.49,537.57,289.4,42.54,5087.03
2024-02-23,404.14,180.71,480.77,109.26,142.78,174.99,78.77,553.44,288.56,42.55,5088.8
2024-02-26,401.38,179.36,478.5,108.3,136.44,174.73,79.04,560.48,296.04,42.55,5069.53
2024-02-27,401.32,180.82,483.77,108.7,137.74,173.54,78.65,552.49,295.17,42.29,5078.18
2024-02-28,401.56,179.62,480.76,109.0,135.26,173.16,77.62,551.82,295.43,41.56,5069.76
2024-02-29,407.39,178.95,486.83,109.0,137.33,176.76,79.06,560.28,304.35,42.61,5096.27
2024-03-01,409.22,177.88,498.92,111.05,136.02,178.22,82.23,570.93,312.29,43.37,5137.08
2024-03-04,408.65,173.36,494.84,111.32,132.26,177.58,85.18,567.94,310.09,45.14,5130.95
2024-03-05,396.56,168.43,486.92,108.28,131.58,174.12,85.92,544.84,294.43,42.71,5078.65
2024-03-06,396.01,167.44,492.75,109.57,130.32,173.51,88.65,543.09,299.37,44.05,5104.76
2024-03-07,402.96,167.32,508.74,111.79,133.28,176.82,92.62,556.04,298.04,45.67,5157.36
2024-03-08,400.08,169.03,502.54,109.72,134.3,175.35,87.48,551.69,300.86,43.55,5123.69
2024-03-11,398.4,171.03,480.33,111.39,136.54,171.96,85.73,560.42,301.57,44.4,5117.94
2024-03-12,409.0,171.51,496.38,124.48,137.36,175.39,91.86,579.14,302.18,44.77,5175.27
2024-03-13,408.83,169.43,492.23,122.51,138.64,176.56,90.84,573.55,300.66,42.78,5165.31
2024-03-14,418.79,171.28,488.52,122.52,141.93,178.75,87.89,570.45,299.32,42.31,5150.48
2024-03-15,410.13,170.91,480.84,122.52,140.02,174.42,87.79,492.46,290.45,42.2,5117.09
2024-03-18,411.01,171.99,493.63,124.73,146.47,174.48,88.41,513.86,296.55,42.27,5149.42
2024-03-19,415.04,174.33,492.9,126.09,145.82,175.9,89.35,521.19,297.48,41.62,5178.51
2024-03-20,418.8,176.9,502.12,126.14,147.52,178.15,90.32,519.14,302.05,41.76,5224.62
2024-03-21,422.88,169.67,504.34,125.91,146.39,178.15,91.38,511.25,304.32,41.98,5241.53
2024-03-22,422.26,170.57,506.15,124.72,149.53,178.87,94.24,499.52,303.71,42.13,5234.18
2024-03-25,416.47,169.15,499.63,123.05,148.84,179.71,94.95,507.23,302.03,41.4,5218.19
2024-03-26,415.28,168.02,492.55,123.43,149.43,178.3,92.51,507.6,301.8,41.56,5203.58
2024-03-27,415.06,171.59,490.53,122.26,149.63,179.83,90.2,504.4,297.41,43.32,5248.49
2024-03-28,414.36,169.78,482.31,122.59,149.69,180.38,90.31,504.6,297.21,43.71,5254.35
2024-04-01,418.15,168.34,488.04,122.47,154.22,180.97,90.31,502.09,298.28,44.06,5243.77
2024-04-02,415.07,167.16,494.02,121.35,153.29,180.69,89.4,499.21,299.99,43.49,5205.81
2024-04-03,414.09,167.97,503.33,123.21,153.65,182.41,88.91,497.01,300.72,39.91,5211.49
2024-04-04,411.56,167.14,507.48,121.21,149.3,180.0,85.86,487.11,290.26,39.32,5147.21
2024-04-05,419.09,167.9,523.79,121.9,151.25,185.07,87.96,485.12,297.93,38.31,5204.34
2024-04-08,418.17,166.78,515.75,121.36,153.58,185.19,87.08,484.28,297.75,37.59,5202.39
2024-04-09,419.84,167.99,513.42,120.66,155.32,185.67,85.31,492.55,298.38,37.93,5209.91
2024-04-10,416.86,166.11,516.33,119.21,154.86,185.95,86.99,487.22,295.67,36.82,5160.64
2024-04-11,421.46,173.3,519.64,120.67,158.1,189.05,90.56,484.28,295.21,37.24,5199.06
2024-04-12,415.52,174.8,508.45,118.58,156.44,186.13,88.14,474.09,290.44,35.32,5123.41
2024-04-15,407.39,170.98,496.86,117.38,153.59,183.62,85.95,470.1,269.3,35.94,5061.82
2024-04-16,408.31,167.7,496.39,118.1,153.13,183.32,87.37,476.22,273.75,35.89,5051.41
2024-04-17,405.61,166.33,490.84,116.19,154.2,181.28,83.99,474.45,272.68,35.31,5022.21
2024-04-18,398.16,165.38,498.42,113.58,154.73,179.22,84.62,473.18,268.34,34.68,5011.12
2024-04-19,393.09,163.36,477.83,112.48,152.83,174.63,76.16,465.02,266.81,33.85,4967.23
2024-04-22,394.9,164.19,478.49,112.14,155.0,177.23,79.47,466.89,270.2,34.05,5010.6
2024-04-23,401.41,165.24,492.76,112.69,156.96,179.54,82.38,472.9,273.03,33.93,5070.55
2024-04-24,402.88,167.34,490.18,112.93,157.83,176.59,79.63,477.12,272.55,34.14,5071.63
2024-04-25,393.01,168.2,438.41,112.49,154.72,173.67,82.59,473.44,269.54,34.75,5048.42
2024-04-26,400.18,167.62,440.31,114.76,170.54,179.62,87.69,477.56,270.67,31.55,5099.96
2024-04-29,396.17,171.78,429.71,114.06,164.79,180.96,87.71,473.07,272.11,31.04,5116.17
2024-04-30,383.44,168.64,427.27,111.38,161.45,175.0,86.35,462.83,265.39,30.16,5035.69
2024-05-01,388.97,167.62,436.23,112.24,162.52,179.0,82.99,469.39,265.15,30.06,5018.39
2024-05-02,391.83,171.31,438.71,112.56,165.25,184.72,85.77,476.57,268.54,30.2,5064.2
2024-05-03,400.51,181.56,448.92,113.38,165.87,186.21,88.74,486.18,270.05,30.58,5127.79
2024-05-06,407.29,179.91,462.54,115.87,166.72,188.7,92.09,493.59,272.0,30.77,5180.74
2024-05-07,403.15,180.59,465.09,115.47,169.85,188.76,90.5,492.27,273.53,30.49,5187.7
2024-05-08,404.33,180.93,469.42,114.94,167.99,188.0,90.36,488.1,275.29,29.81,5187.67
2024-05-09,406.09,182.74,472.22,114.21,168.57,189.5,88.7,482.65,271.54,29.9,5214.08
2024-05-10,408.47,181.48,472.99,114.24,167.27,187.48,89.83,482.29,273.02,29.66,5222.68
2024-05-13,407.47,184.68,464.86,113.94,167.75,186.57,90.35,483.11,273.86,30.32,5221.42
2024-05-14,410.26,185.82,468.67,118.35,168.94,187.07,91.3,475.95,273.15,30.85,5246.68
2024-05-15,417.44,188.09,478.3,119.09,171.1,185.99,94.58,485.35,283.75,31.07,5308.15
2024-05-16,415.37,188.21,470.04,119.61,172.75,183.63,94.31,482.88,280.93,31.83,5297.1
2024-05-17,414.6,188.24,468.73,120.92,174.62,184.7,92.43,483.43,281.85,31.63,5303.27
2024-05-20,419.67,189.4,465.68,121.92,175.47,183.54,94.73,484.69,283.29,31.9,5308.13
2024-05-21,423.32,190.7,461.5,122.03,176.39,183.15,95.33,481.85,280.02,31.54,5321.41
2024-05-22,424.78,189.26,464.63,122.0,174.93,183.13,94.9,483.93,280.08,31.22,5307.01
2024-05-23,421.3,185.28,462.64,121.5,172.13,181.05,103.74,483.31,274.9,29.89,5267.84
2024-05-24,424.42,188.35,475.0,120.35,173.56,180.75,106.41,475.43,268.7,30.53,5304.72
2024-05-28,424.58,188.36,476.69,121.89,174.95,182.15,113.84,478.43,266.27,30.86,5306.04
2024-05-29,423.44,188.66,471.17,121.16,174.46,182.02,114.76,477.6,268.04,29.94,5266.95
2024-05-30,409.14,189.65,463.91,114.65,170.7,179.32,110.44,445.87,215.14,30.0,5235.48
2024-05-31,409.59,190.6,463.69,114.74,171.09,176.44,109.57,444.76,231.35,30.66,5277.51
2024-06-03,408.0,192.36,474.27,116.79,171.75,178.34,114.94,439.02,233.5,30.1,5283.4
2024-06-04,410.52,192.68,473.78,117.56,172.37,179.34,116.37,448.37,231.76,29.84,5291.34
2024-06-05,418.35,194.19,491.73,120.07,173.97,181.28,122.37,455.8,233.41,30.59,5354.03
2024-06-06,418.86,192.81,490.44,120.92,175.28,185.0,120.93,458.13,239.56,30.23,5352.96
2024-06-07,418.2,195.2,489.64,123.29,173.03,184.3,120.82,465.43,238.66,30.55,5346.99
2024-06-10,422.16,191.46,499.22,121.9,173.77,187.06,121.72,459.94,238.65,30.72,5360.79
2024-06-11,426.91,205.37,504.05,121.29,175.37,187.23,120.85,462.69,237.81,30.73,5375.32
2024-06-12,435.18,211.24,505.41,137.45,176.54,186.89,125.14,459.87,232.69,30.57,5421.03
2024-06-13,435.69,212.4,500.71,136.93,173.92,183.83,129.55,458.74,226.01,30.27,5433.74
2024-06-14,436.67,210.67,501.26,135.25,175.54,183.66,131.82,525.31,228.88,30.26,5431.6
2024-06-17,442.39,214.81,503.72,138.36,175.99,184.06,130.92,518.74,227.44,30.78,5473.23
2024-06-18,440.39,212.45,496.62,141.62,173.85,182.81,135.51,522.25,228.75,30.44,5487.03
2024-06-20,439.75,207.88,498.82,139.93,175.06,186.1,130.72,522.95,238.61,30.43,5473.17
2024-06-21,443.78,205.71,491.94,138.55,178.36,189.08,126.51,533.44,241.83,30.89,5464.62
2024-06-24,441.7,206.35,496.04,136.97,177.95,185.57,118.05,524.17,236.78,30.38,5447.87
2024-06-25,444.93,207.27,507.67,136.27,182.73,186.34,126.03,526.88,238.57,30.55,5469.3
2024-06-26,446.13,211.42,510.17,135.35,182.58,193.61,126.34,528.66,239.94,30.35,5477.9
2024-06-27,446.81,212.26,516.57,137.25,184.1,197.85,123.93,546.76,249.52,30.4,5482.87
2024-06-28,440.99,208.81,501.32,138.25,180.86,193.25,123.48,555.54,253.71,30.77,5460.48
2024-07-01,450.64,214.89,501.78,140.1,181.7,197.2,124.24,560.01,252.83,30.65,5475.09
2024-07-02,453.15,218.38,506.57,140.29,183.93,200.0,122.61,567.71,252.81,30.87,5509.01
2024-07-03,454.62,219.65,507.03,141.37,184.51,197.59,128.22,570.15,257.51,31.03,5537.02
2024-07-05,461.32,224.4,536.81,141.81,189.25,200.0,125.77,578.34,259.72,31.82,5567.19
2024-07-08,460.02,225.86,526.28,142.0,187.7,199.29,128.14,575.4,253.98,33.78,5572.85
2024-07-09,453.41,226.72,526.95,137.74,187.65,199.34,131.32,566.02,249.49,34.37,5576.98
2024-07-10,460.03,230.98,531.62,139.11,189.83,199.79,134.85,564.55,249.65,34.65,5633.91
2024-07-11,448.63,225.62,509.75,140.18,184.26,195.05,127.34,557.63,248.2,33.29,5584.54
2024-07-12,447.5,228.56,496.0,142.15,183.76,194.49,129.18,559.05,251.01,34.27,5615.35
2024-07-15,447.9,232.39,493.31,140.48,185.21,192.72,128.38,565.71,249.92,34.24,5631.22
2024-07-16,443.52,232.8,486.98,140.03,182.62,193.02,126.3,566.54,253.05,34.12,5667.2
2024-07-17,437.6,226.91,459.33,136.74,179.74,187.93,117.93,563.09,248.29,34.24,5588.27
2024-07-18,434.5,222.25,473.12,135.53,176.44,183.75,121.03,556.85,244.47,34.65,5544.59
2024-07-19,431.28,222.38,474.05,136.05,176.41,183.13,117.87,551.0,244.75,32.77,5505.0
2024-07-22,437.03,222.04,484.6,137.63,180.39,182.55,123.48,554.82,251.12,33.16,5564.41
2024-07-23,438.92,223.08,485.88,140.52,180.51,186.41,122.53,546.01,253.08,32.74,5555.74
2024-07-24,423.18,216.66,458.62,136.26,171.41,180.83,114.19,531.04,246.87,31.5,5427.13
2024-07-25,412.82,215.62,450.8,135.32,166.1,179.85,112.23,532.15,253.53,30.9,5399.22
2024-07-26,419.6,216.09,463.02,136.49,165.82,182.5,113.01,542.44,259.65,31.15,5459.1
2024-07-29,421.04,216.37,463.03,135.81,168.33,183.2,111.54,536.61,255.58,30.64,5463.54
2024-07-30,417.28,216.92,460.53,133.21,169.09,181.71,103.68,538.71,254.93,29.94,5436.44
2024-07-31,412.77,220.17,472.1,136.93,170.33,186.98,116.96,551.65,255.79,30.55,5522.3
2024-08-01,411.55,216.48,494.88,135.02,169.55,184.07,109.16,546.41,250.11,28.87,5446.68
2024-08-02,403.04,217.97,485.33,130.87,165.48,167.9,107.22,526.17,241.13,21.34,5346.56
2024-08-05,389.88,207.47,473.0,125.55,158.13,161.02,100.4,509.32,236.23,19.98,5186.33
2024-08-06,394.28,205.45,491.25,125.89,157.17,161.93,104.2,514.2,235.64,19.7,5240.03
2024-08-07,393.11,208.02,486.11,123.62,157.82,162.77,98.86,513.62,237.24,18.99,5199.5
2024-08-08,397.32,211.48,506.7,126.63,160.89,165.8,104.92,530.24,246.22,20.49,5319.31
2024-08-09,400.6,214.38,514.79,129.67,162.51,166.94,104.7,536.3,249.59,19.71,5344.16
2024-08-12,401.38,215.91,512.98,130.18,161.14,166.8,108.97,530.93,248.38,19.36,5344.39
2024-08-13,408.49,219.62,525.5,131.83,163.0,170.23,116.08,535.22,251.63,20.47,5434.43
2024-08-14,411.3,220.07,523.73,133.15,159.24,170.1,118.02,539.79,252.35,19.92,5455.21
2024-08-15,416.16,223.05,534.24,134.45,160.16,177.59,122.8,554.16,259.73,20.69,5543.22
2024-08-16,413.63,224.37,524.39,134.98,161.81,177.06,124.52,553.46,259.85,20.87,5554.25
2024-08-19,416.66,224.21,526.24,135.42,165.49,178.22,129.94,563.12,262.29,21.52,5608.25
2024-08-20,419.89,224.82,523.7,136.65,166.0,178.88,127.19,562.25,258.79,20.99,5597.12
2024-08-21,419.24,224.72,532.08,137.66,164.68,180.11,128.44,565.79,258.05,21.41,5620.85
2024-08-22,410.75,222.86,528.87,135.58,162.64,176.13,123.68,557.44,255.58,20.1,5570.64
2024-08-23,411.97,225.15,524.97,136.67,164.45,177.04,129.31,558.3,260.93,20.54,5634.61
2024-08-26,408.71,225.49,518.12,136.39,164.99,175.5,126.4,559.44,262.19,20.13,5616.84
2024-08-27,409.06,226.33,516.12,135.97,163.52,173.12,128.24,567.82,261.12,20.07,5625.8
2024-08-28,405.85,224.8,513.81,135.38,161.7,170.8,125.55,560.54,255.88,19.61,5592.18
2024-08-29,408.34,228.08,515.24,136.9,160.64,172.12,117.53,569.63,254.02,20.13,5591.96
2024-08-30,412.32,227.3,518.31,138.73,162.23,178.5,119.31,574.41,249.95,22.04,5648.4
2024-09-03,404.71,221.11,508.82,136.97,156.25,176.25,107.95,571.04,245.17,20.1,5528.93
2024-09-04,404.17,219.21,509.79,138.2,155.35,173.33,106.16,575.25,244.8,19.43,5520.07
2024-09-05,403.67,220.73,513.89,140.03,156.13,177.89,107.16,567.93,243.25,19.4,5503.41
2024-09-06,397.06,219.18,497.39,139.24,149.85,171.39,102.78,563.41,241.13,18.89,5408.42
2024-09-09,401.03,219.27,501.89,137.36,147.86,175.4,106.42,569.88,242.9,19.07,5471.05
2024-09-10,409.41,218.47,501.89,153.07,147.81,179.55,108.05,574.48,243.29,18.98,5495.52
2024-09-11,418.15,221.0,508.89,154.33,150.29,184.52,116.85,580.38,246.66,19.64,5554.13
2024-09-12,422.06,221.11,522.58,158.46,153.8,187.0,119.09,586.55,250.42,19.36,5595.76
2024-09-13,425.61,220.84,521.6,159.1,156.56,186.49,119.05,536.87,251.61,19.66,5626.02
2024-09-16,426.35,214.71,530.72,167.25,157.15,184.89,116.73,521.5,253.92,20.91,5633.09
2024-09-17,430.12,215.18,533.75,164.44,158.41,186.88,115.54,515.03,252.22,21.47,5634.58
2024-09-18,425.83,219.05,535.37,161.55,158.89,186.43,113.33,508.13,249.88,20.77,5618.26
2024-09-19,433.62,227.17,556.42,164.56,161.21,189.87,117.82,526.44,263.31,21.14,5713.64
2024-09-20,430.24,226.5,558.66,164.96,162.65,191.6,115.95,522.3,264.11,21.84,5702.55
2024-09-23,428.5,224.78,561.7,162.95,160.92,193.88,116.21,527.87,261.54,22.56,5718.57
2024-09-24,424.21,225.68,560.63,162.8,161.36,193.96,120.82,524.07,267.71,22.81,5732.93
2024-09-25,427.11,224.69,565.58,163.27,160.56,192.53,123.46,517.9,271.32,23.54,5722.26
2024-09-26,426.32,225.83,565.11,165.06,161.8,191.16,123.99,515.38,272.98,23.92,5745.37
2024-09-27,423.07,226.1,564.64,165.69,163.01,187.97,121.35,515.48,273.85,23.91,5738.17
2024-09-30,425.32,231.27,569.69,167.32,164.9,186.33,121.39,517.78,270.95,23.46,5762.48
2024-10-01,415.83,224.53,573.7,164.13,166.03,185.13,116.95,502.8,268.14,22.69,5708.75
2024-10-02,412.31,225.09,570.06,164.67,164.91,184.76,118.8,505.81,276.66,22.39,5709.54
2024-10-03,411.72,223.99,579.97,163.84,164.91,181.96,122.8,503.8,278.07,22.26,5699.94
2024-10-04,411.25,225.11,593.08,167.77,166.1,186.51,124.87,507.22,284.85,22.59,5751.07
2024-10-07,404.8,220.04,581.97,166.89,162.04,180.8,127.67,487.3,281.7,22.38,5695.94
2024-10-08,409.92,224.09,590.04,171.21,163.44,182.72,132.84,496.24,288.63,23.32,5751.13
2024-10-09,412.63,227.83,587.68,175.06,160.93,185.17,132.6,494.08,285.01,23.46,5792.04
2024-10-10,411.03,227.34,581.03,172.62,161.15,186.65,134.76,503.57,287.24,23.22,5780.05
2024-10-11,411.51,225.86,587.12,172.98,162.3,188.82,134.75,495.42,285.19,23.56,5815.03
2024-10-14,414.29,229.58,587.59,173.32,164.01,187.54,138.02,509.65,288.7,23.44,5859.85
2024-10-15,413.9,232.11,583.46,171.32,164.51,187.69,131.55,508.03,285.44,22.66,5815.26
2024-10-16,411.31,230.06,574.02,171.99,164.21,186.89,135.67,502.54,287.92,22.31,5842.47
2024-10-17,411.9,230.42,574.16,172.89,161.99,187.53,136.88,496.83,288.17,22.44,5841.47
2024-10-18,413.33,233.25,573.7,171.91,162.48,188.99,137.95,494.9,289.98,22.77,5864.67
2024-10-21,413.94,234.72,572.4,171.0,163.13,189.07,143.65,497.71,288.35,22.84,5853.98
2024-10-22,422.57,234.11,579.22,172.52,164.19,189.7,143.53,493.11,285.42,22.4,5851.2
2024-10-23,419.69,229.04,560.98,170.35,161.85,184.71,139.5,485.03,281.56,21.98,5797.42
2024-10-24,419.82,228.85,565.06,171.61,161.79,186.38,140.35,482.87,283.87,22.34,5809.86
2024-10-25,423.2,229.69,570.5,170.76,164.32,187.83,141.48,483.72,287.53,22.68,5808.12
2024-10-28,421.66,231.66,575.39,169.68,165.76,188.39,140.46,481.04,290.8,22.92,5823.52
2024-10-29,426.96,231.93,590.43,170.67,168.71,190.83,141.19,485.39,295.87,22.9,5832.92
2024-10-30,427.53,228.39,588.96,171.79,173.46,192.73,139.28,486.68,293.41,22.3,5813.67
2024-10-31,401.65,224.23,564.86,165.17,170.13,186.4,132.71,478.08,288.43,21.52,5705.45
2024-11-01,405.63,221.25,564.44,167.32,170.31,197.93,135.35,482.8,291.75,23.2,5728.8
2024-11-04,403.74,220.36,557.99,166.89,168.27,195.78,136.0,481.35,295.0,22.52,5712.69
2024-11-05,406.7,221.79,569.68,169.05,168.77,199.5,139.85,486.42,294.49,23.32,5782.76
2024-11-06,415.32,221.06,569.3,178.36,175.5,207.09,145.55,504.83,303.8,25.05,5929.04
2024-11-07,420.51,225.79,588.86,183.41,179.71,210.05,148.82,500.92,307.64,26.23,5973.1
2024-11-08,417.65,225.52,586.51,186.24,177.33,208.18,147.57,494.68,318.7,26.2,5995.54
2024-11-11,413.18,222.81,580.37,186.12,179.31,206.84,145.2,504.48,338.28,25.05,6001.35
2024-11-12,418.14,222.81,582.01,186.57,180.58,208.91,148.23,526.42,337.71,24.16,5983.99
2024-11-13,420.28,223.69,577.22,186.62,177.85,214.1,146.21,532.5,338.27,24.92,5985.38
2024-11-14,421.95,226.77,574.39,184.08,174.57,211.48,146.7,529.87,328.3,25.03,5949.17
2024-11-15,410.2,223.57,551.42,180.82,171.5,202.61,141.92,503.37,321.98,24.35,5870.62
2024-11-18,410.95,226.57,551.74,182.78,174.29,201.7,140.09,499.51,319.0,24.84,5893.62
2024-11-19,412.96,226.83,558.4,185.9,177.1,204.61,146.95,499.61,320.17,24.2,5916.98
2024-11-20,410.69,227.55,562.81,187.72,174.97,202.88,145.83,499.5,322.41,24.01,5917.11
2024-11-21,408.91,227.07,560.39,189.37,166.67,198.38,146.61,504.44,332.39,24.44,5948.71
2024-11-22,413.0,228.41,556.46,189.23,163.81,197.12,141.89,512.15,338.57,24.5,5969.34
2024-11-25,414.78,231.39,562.4,185.0,166.69,201.45,135.97,518.73,335.69,24.87,5987.37
2024-11-26,423.89,233.57,570.79,187.34,168.15,207.86,136.87,525.3,339.72,24.05,6021.63
2024-11-27,418.94,233.44,566.47,179.8,168.26,205.74,135.29,513.68,326.68,23.65,5998.74
2024-11-29,419.4,235.82,571.56,181.9,167.98,207.89,138.2,515.93,326.66,24.05,6032.38
2024-12-02,426.85,238.07,589.99,178.53,170.51,210.71,138.58,516.2,327.67,23.93,6047.15
2024-12-03,427.07,241.11,610.71,179.98,170.36,213.44,140.2,516.26,328.08,22.47,6049.88
2024-12-04,433.23,241.47,610.83,185.2,173.37,218.16,145.08,536.49,364.16,21.96,6086.49
2024-12-05,438.38,241.5,606.01,183.28,171.65,220.55,145.01,538.22,357.73,20.8,6075.11
2024-12-06,439.32,241.3,620.78,188.64,173.71,227.03,142.39,552.96,358.34,20.92,6090.27
2024-12-09,441.75,245.18,610.63,187.42,174.56,226.09,138.76,547.93,348.02,20.81,6052.85
2024-12-10,439.08,246.2,616.35,174.91,184.32,225.04,135.03,547.05,345.3,20.16,6034.91
2024-12-11,444.69,244.93,629.64,175.74,194.5,230.26,139.26,549.93,351.27,20.12,6084.19
2024-12-12,445.25,246.39,627.76,172.53,191.08,228.97,137.3,474.63,354.42,20.78,6051.25
2024-12-13,442.98,246.55,617.37,170.63,188.95,227.46,134.21,465.69,350.73,20.34,6051.09
2024-12-16,447.26,249.45,621.75,168.51,195.76,232.93,131.96,461.53,353.62,20.83,6074.08
2024-12-17,450.1,251.87,616.96,167.01,194.52,231.15,130.35,455.23,347.43,20.44,6050.61
2024-12-18,433.2,246.48,594.8,162.78,187.53,220.52,128.87,441.31,334.21,19.3,5872.16
2024-12-19,432.84,248.2,593.19,166.11,187.64,223.29,130.64,437.39,333.22,19.06,5867.08
2024-12-20,432.42,252.87,582.91,166.96,190.53,224.92,134.66,447.17,340.57,19.52,5930.85
2024-12-23,431.08,253.65,597.45,166.45,193.73,225.06,139.62,446.74,339.83,20.2,5974.07
2024-12-24,435.12,256.56,605.32,168.69,195.21,229.05,140.17,447.94,341.34,20.4,6040.04
2024-12-26,433.91,257.38,600.94,168.95,194.7,227.05,139.88,450.16,338.66,20.44,6037.59
2024-12-27,426.4,253.97,597.41,166.27,191.87,223.75,136.97,446.48,335.42,20.3,5970.84
2024-12-30,420.76,250.6,588.88,164.26,190.36,221.3,137.44,445.8,332.73,19.82,5906.94
2024-12-31,417.46,248.83,583.17,163.99,188.43,219.39,134.25,444.68,331.33,20.05,5881.63
2025-01-02,414.57,242.3,596.85,163.39,188.56,220.22,138.26,441.0,327.7,20.22,5868.55
